name,role,seed,resample,support,balanced_accuracy
bimcv_resnet18_tier_b_proto_w1_kd_s45,tier_b_proto_w1_kd,45,7,58,0.5476190476190477
bimcv_resnet18_tier_b_proto_w1_kd_s45,tier_b_proto_w1_kd,45,8,104,0.6808049535603715
bimcv_resnet18_tier_b_proto_w1_kd_s45,tier_b_proto_w1_kd,45,9,90,0.7866666666666666
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,0,98,0.691025641025641
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,1,104,0.7698863636363636
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,2,88,0.6563492063492063
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,3,88,0.5729166666666667
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,4,94,0.7687763713080169
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,5,81,0.6732536764705883
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,6,107,0.7656862745098039
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,7,58,0.6026785714285714
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,8,104,0.6628482972136223
bimcv_resnet18_tier_b_proto_w2_kd_s42,tier_b_proto_w2_kd,42,9,90,0.6933333333333334
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,0,98,0.6256410256410256
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,1,104,0.7215909090909092
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,2,88,0.5896825396825397
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,3,88,0.5104166666666666
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,4,94,0.6628691983122363
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,5,81,0.6167279411764706
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,6,107,0.6895424836601307
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,7,58,0.5372023809523809
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,8,104,0.5743034055727554
bimcv_resnet18_tier_b_proto_w2_kd_s43,tier_b_proto_w2_kd,43,9,90,0.68
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,0,98,0.7602564102564102
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,1,104,0.6988636363636364
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,2,88,0.6841269841269841
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,3,88,0.5729166666666667
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,4,94,0.8447257383966245
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,5,81,0.7651654411764706
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,6,107,0.7362745098039216
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,7,58,0.5863095238095238
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,8,104,0.7829721362229103
